douban_id,title,directors,scriptwriters,actors,types,release_region,release_date,alias,languages,duration,score,description,tags
1307551,"特务威龙 In the Company of Spies (TV)","蒂姆 马西森 (Tim Matheson)","Roger Towne",NULL,NULL,美国,1999-10-24,,,0,,,间谍
1307550,"高卢勇士之女王任务 Astérix et Cléopâtre","Albert Uderzo","Albert Uderzo","何热·卡尔,Jacques Morel,Micheline Dax","喜剧,动画,家庭,历史,冒险","法国,比利时",1968-12-19(法国),"Asterix and Cleopatra,阿斯特里克斯与克利奥帕特拉",法语,"72 分钟",7.5,"故事梗概：

　　埃及女王克利奥帕特拉和凯撒大帝打赌，将在3个月内建造一座宏伟的宫殿。克利奥帕特拉把这项任务交给了建筑师爱狄费斯，并下令如果在规定时间内没能完成任务，他将被投进鳄鱼池。

　　在这么短的时间内建造一座宫殿根本就是不可能完成的任务，但有一个人可以帮助爱狄费斯，那就是魔法师凯塔福克斯。于是爱狄费斯来到高卢的村庄，请求魔法师的帮助。凯塔福克斯欣然前往，同他一起来的还有阿斯特里克斯和奥普利克斯。

　　在建筑工地，爱狄费斯给每个建筑工人喝下了他发明的神奇药水，工人们一下子力大无比，工程进展很快。这一切被爱狄费斯的死对头――建筑师阿尔提菲斯发现，他很想至爱狄费斯于死地，这样他就是全埃及最出色的建筑师了。于是阿尔提菲斯派手下摧毁了石料。为了不延误工期，凯塔福克斯决定去下游购买石料。

　　阿尔提菲斯收买海盗，想在石料运送途中给凯塔福克斯的船只以打击，但阿尔提菲斯太小看阿...","动画,法国,法国电影,喜剧,高卢勇士之女王任务,动画片,高卢勇士,法国动画"
1307549,"战栗任务3:死亡天使 Chameleon 3: Dark Angel (TV)","约翰 莱菲亚 (John Lafia)","Bennett Cohen",NULL,"动作,科幻","澳大利亚,美国",2000-05-19,,,0,,,推荐
1307548,"24小时狂欢派对 24 Hour Party People",迈克尔·温特伯顿,"Frank Cottrell Boyce","史蒂夫·库根,连尼·詹姆斯,John Thomson,雪莉·亨德森,Nigel Pivaro","剧情,喜剧,音乐,传记",英国,2002-02-13,24小时派对狂,英语,"117 分钟",8.0,1976到1992年，曼彻斯特，一个关于摇滚乐、性和药物的故事。汤尼威尔森和朋友创立著名唱片品牌：Factory，旗下有多个知名乐团，例如JoyDivision、HappyMonday，以及在JoyDividion主唱IanCurtis自杀后，其余成员组成的NewOrder。全片以DV拍摄，经由汤尼威尔森的故事探索Factory兴衰历程，重现曼彻斯特当年光辉的音乐风潮。同时也从威尔森的观点，来看IanCurtis自杀事件。,"英国,摇滚,摇滚电影,传记,音乐,MichaelWinterbottom,英国电影,uk"
1307547,"星际宝贝 Lilo & Stitch",克里斯·桑德斯,克里斯·桑德斯,"黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔,戴维·奥格登·施蒂尔斯,凯文·麦克唐纳德","喜剧,科幻,动画,家庭,冒险",美国,2002-07-16(美国),"扮野小魔星,莉萝与史迪奇,莉罗与史迪奇","英语,Hawaiian","85 分钟",7.9,5岁的女孩丽洛一直梦想养一只宠物狗，这天她终于得偿所愿，在姐姐的帮助下收养了一只流浪小狗，并帮他取名史迪。其实史迪并不是什么流浪狗，他是外太空的危险分子，长有六条腿，在流放中偷跑到了地球。为了隐瞒身份，史迪一直将他的另外两只脚藏起来，外表和其他的小狗一样。在朝夕相处中，史迪和丽洛慢慢建立了深厚的感情。然而此时，追捕史迪的外星人发现了史迪藏身地球，为了逼他就范，他们绑架了丽洛。为了救回好朋友，史迪决定尽力一拼！,"动画,迪斯尼,美国,disney,星际宝贝,动画片,美国电影,stitch"
1307546,"毒家新闻 Veronica Guerin",乔·舒马赫,,"凯特·布兰切特,Gerard McSorley,塞伦·希德,科林·法瑞尔","剧情,惊悚,传记,犯罪","美国,爱尔兰,英国",2004-02-06,锲而不舍,英语,"98 分钟",7.5,"维罗妮卡（凯特·布兰切特CateBlanchett饰）是《星期日独立报》的王牌记者，在母亲伯妮（布兰达·弗里克BrendaFricker饰）的支持下，她一直最终着一起特大毒品犯罪案件。维罗妮卡对于案件的报道在社会上引起了很大的反响，这在遏制当时猖獗的毒品犯罪市场的同时，亦为维罗妮卡和其儿子吉姆（保罗·罗南PaulRonan饰）带来的许多的威胁和危险。

　　面对罪犯的威胁，维罗妮卡并没有屈服，这些无处不在的警告反而坚定了维罗妮卡调查到底的决心，在谎言和背叛之中，维罗妮卡不断接近着事件的真相，可是，终于，她还是没能逃脱犯罪分子的暗杀。维罗尼克用自己的生命换来了政府和人民的良心的触动，为改变世界做出了贡献。","传记,CateBlanchett,爱尔兰,美国,凯特·布兰切特,媒体,剧情,Cate.Blanchett"
1307545,"向左爱·向右爱 연애소설",李翰,李翰,"车太贤,孙艺珍,李恩珠,朴勇宇,金南镇,文根英,郑仁基,韩宝贝,史江,申胜焕","剧情,爱情",韩国,2002-08-15(韩国),"恋爱小说,恋爱之夏,恋之奏鸣曲,向左爱向右爱,美人心,Lovers' Concerto,Friends and Lover",韩语,106分钟,7.5,"一封封的匿名信，勾起了志焕（车太贤饰）对昔日两位好友的思念。

　　五年前志焕在咖啡店做兼职，一天他忙里偷闲在拍照，秀仁（孙艺珍饰）和景喜（李恩珠饰）走进他的镜头，也从此走进了他的生活。因为他对秀仁一见钟情了，可是当志焕向秀仁表白时却遭到了秀仁婉转拒绝了。但志焕没有放弃，他再一次在大庭广众之下恳求秀仁给他一次机会。秀仁跟景喜都喜欢志焕率直的性格，此后三人常常走在一起，建立起了友谊，三人都十分珍惜他们之间的友情。

　　可是当他们同时感觉到了彼此之间模模糊糊的爱意时，秀仁跟景喜向志焕表示了三人行的尴尬，因此两名女孩便离开了志焕。

　　时过境迁，志焕仍无法面对她们的离开。而匿名信的出现，也让他有了寻找秀仁与景喜的冲动，就在这时，他知道了一个鲜为人知的秘密……","韩国电影,韩国,孙艺珍,爱情,车太贤,李恩珠,青春,恋爱小说"
1307544,"超级谍报员 Max Knight: Ultra Spy (TV)","Colin Budds","David Michael Latt",NULL,动作,"澳大利亚,美国",2000-02-25,,,0,,,
1307543,义胆雄心,陈惠敏,司徒安,"刘德华,万梓良,简慧珍,陈惠敏,邓光荣",动作,香港,1990-09-13,"Gangland Odyssey",粤语,0,6.4,退休警探范士洪，得知前上司白朗之子被掳，特回港协助相救，而白之养子阿杰亦一同相助，经几番追查，终把白之子救回，白感激不尽，而范亦珍机会往探望其旧爱侣，二人相聚後，阿杰亦认识范之旧爱侣雪莉，更与她的女儿仙蒂渐生爱意。但事情突变，原来白将日本公司一笔巨款吞没，以致日本派员高原来港调查真相。原与莉是前度夫妻的关系，得知此事与范有关，便告知范速离港，让他与日本交涉。不料白出卖范，使日本帮向范及杰等施杀手，杰及蒂同被杀害。而范亦无意间知道高与莉之关系，决亲手与日本帮决生死！,"刘德华,香港,香港电影,动作,万梓良,1990,陈惠敏,王祖贤"
1307542,"火柴人 Matchstick Men",雷德利·斯科特,,"尼古拉斯·凯奇,山姆·洛克威尔,艾莉森·洛曼,布鲁斯·奥尔特曼","剧情,喜剧,犯罪",美国,2003-09-12(美国),"种计,火柴男人,火柴棒男人",英语,"116 分钟",8.1,"罗伊（尼古拉斯·凯奇NicolasCage饰）是一个手段高超的职业骗子，他有一个大胆且贪心的伙伴法兰克(萨姆·罗克韦尔SamRockwell饰)，他们一起搭档了很多年，几乎没有失过手。

　　同时，罗伊亦是一个精神强迫症患者。他爱干净，不允许别人穿着鞋走进他家；他谨慎，每次出门都要三番五次检查煤气和电源开关。法兰克为此帮他找了一位心理医生。

　　在心理医生的帮助下，罗伊找到了他失散多年的女儿安吉拉(艾莉森·洛曼AlisonLohman饰)。女儿的出现改变了他的生活，让他慢慢感到了做父亲的乐趣。但他并不想让女儿知道他的职业。

　　但是纸毕竟包不住火，女儿知道了他的秘密，并展现出极其出色的欺骗才能，罗伊决定将他一身的本领都传给女儿。

　　很快，一庄“大买卖”来了，父女、伙伴齐上阵，结果将如何呢？","尼古拉斯·凯奇,美国,剧情,犯罪,NicolasCage,悬疑,美国电影,2003"
1307541,"爱情观自在 愛情觀自在","赵崇基 (Sung Kee Chiu)","杜国威 (Raymond To)","陈慧珊,吴辰君,连凯,潘灿良",NULL,香港,2001-02-15,"Love of Zen",粤语,0,7.2,闺中好友小静与美娜，以及两人男友兼死党兄弟阿修和阿正。在美娜与阿正在筹备婚礼时，阿修突然失踪，原来他厌倦繁尘俗世，追随已得道的同学智源大师学道修禅，往大屿山参加七日剃道，寻求做人新境界。阿修终于在阿正和美娜的婚礼上出现，不过身为伴郎的他，竟然作和尚打扮，令人惊讶哗然。正当大家以为婚礼可顺利完成时，阿正在神父面前却没有实时回答「我愿意」，美娜压抑不住，要取消婚约。四个年青男女，各自惘然惆怅。「问世间，情是何物?」「爱是山来情是水，缘来缘是永相随！」,"香港,陈慧珊,香港电影,爱情,赵崇基,爱情观自在,杜国威,宗教"
1307540,"邻家小鬼 Dennis the Menace",尼克·卡斯特尔,"Hank Ketcham","梅森·甘布,沃尔特·马修,琼·普莱怀特,克里斯托弗·洛伊德,莉·汤普森,罗伯特·斯坦顿","喜剧,家庭",美国,1993-06-25,"淘气阿丹,隔离屋个仔,淘气阿丹-小鬼报到",英语,"94 分钟",7.5,"《邻家小鬼》是一部让人捧腹大笑的儿童喜剧片。本片是根据美国一部着名畅销连环画改编的，摄制组是影片《小鬼当家》的原班人马，由美国童星梅森·甘布饰演阿丹。阿丹终日无所事事,隔壁韦佐治夫妇成为了他的最好玩弄对象。随着他的一声“嗨，威尔逊先生”他在片中的搭档邻居老头威尔逊先生便要吃尽阿丹苦头。当然，阿丹虽然淘气，可也很聪明，当他遇到流窜到小镇的坏人时，机智的与坏人较量……一次,阿丹父母均需外出,韦佐治太太答应代替照顾阿丹,但阿丹把韦家的宴会搅得一塌糊涂,于是深夜出走,小偷却伺机入屋把韦的金币偷去。谁知机灵的阿丹巧施妙计把小偷捆起,将金币归还韦佐治先生。","喜剧,美国,小鬼当家,美国电影,儿童,搞笑,电影,童年"
1307539,黄色故事,金国钊,苏伟贞,"张曼玉,吴大维,周华健,张世,林秀玲,管管,钮承泽",NULL,"台湾,香港",1987,"Game They Call Sex",汉语普通话,"Hong Kong: 99 分钟",6.8,"全片以三段故事围绕著一位女性从婚前、婚后到离婚所碰到的性问题为主轴，反映台湾社会在这方面的主客观禁忌。

　　第一段描写女主角丘晓敏在跟家长安排的书生方若强协定订婚之后又常跟高四生小游出游，最后取消订婚。

　　第二段写她在婚后为了替打架负伤闯入她家的青年吴大维作证而引起丈夫的误会，又是离婚收场。

　　第三段写她致力于幼稚园教育工作时认识了残疾青年童子奇，她不敢再面对爱情问题，但对方的开朗人生观感动了她。

　　•导演:金国钊/王小棣/张艾嘉

　　•编剧:苏伟贞/蔡明亮/王小棣

　　•主演:张曼玉/吴大维/周华健/张世/林秀玲/管管/钮承泽

　　•制片国家/地区:台湾/香港

　　•上映日期:1987

　　•片长:HongKong:99分钟

　　•又名:GameTheyCallSex

　　•制作公司：汤臣电影事业有限公司[香港]

　　...","张曼玉,张艾嘉,台湾,台湾电影,王小棣,蔡明亮,黄色故事,情色"
1307538,"另一边 De l'autre côté",香特尔·阿克曼,香特尔·阿克曼,NULL,纪录片,"澳大利亚,比利时,芬兰,法国",2002-09-29,"From the Other Side","法语,英语,西班牙语","103 分钟(Cannes Film Festival)",,这部节奏极其缓慢的纪录片电影需要观众的极大耐心，尤其是开始40分钟无论如何都对观众构成一种严酷考验，在这四十分钟里只有15个镜头。正如她的剧情片《迷惑》(TheCaptive)的风格一样，这种长镜头正是艾克曼个人的标志。影片中被采访者都是和那些由于试图越过美国和墨西哥边境的死亡者有关系的人。这位1950年出生于比利时布鲁塞尔的女导演，说自己一生都在阅读普鲁斯特，并且和他有着一种特别的亲近感。艾克曼的出现给“独立制片”带来新的含义，她试图制作纯粹个人、纯粹独创和艺术的电影，她的作品总是将这三种东西融为一体，身体、女性和电影本身的历史。,"纪录片,Chantal_Akerman,ChantalAkerman,比利时,法国,2000s,documentary,法國"
1307537,香港舞男,"林德禄 ",阮世生,"万梓良,任达华,郑浩南,冯宝宝,葛民辉",剧情,香港,1990-11-10(香港),"Hong Kong Gigolo",粤语,92分钟,6.8,"祥（万梓良）、伟（任达华）与祖（郑浩南）是某酒吧的三名男妓，他们各有各的个性和客人。

　　祥已近中年，虽曾一度是客人的“宠儿”，但因体力不支、色相衰弱渐渐失势，为了保持“雄风”，他暗中服食禁药，引致性命危险；伟英俊潇洒，是业内当红炸子鸡，他与祥本是朋友，但因抢尽风光逐渐被后者记恨，而他刻意向家人隐瞒的身份也被曝光，致使家人跟他受累；祖深爱某富家女孩，做舞男只为配上该女身价，可是无意间被对方父母知晓身份后，他也只能被迫转身，与此同时，他卷入某阔太太的命案中成为疑凶。","任达华,香港,万梓良,郑浩南,情色,香港电影,冯宝宝,1990"
1307536,"玛丽乔的两个情人 Marie-Jo et ses 2 amours","Robert Guédiguian",让·米歇尔·努内西,"Jacques Boudet,茱莉-玛丽·帕芒提耶,让-皮埃尔·达鲁山","剧情,喜剧",法国,2002-06-26,"玛利·乔与她的两个情人,Marie-Jo and Her 2 Lovers",法语,"124 分钟",7.5,"玛丽·乔深爱着丈夫丹尼尔，同时她对情人马克的爱同样热烈。她每隔一段时间就去和马克小住一段时间，而这时丹尼尔就不得不在痛苦的煎熬中等待她的归来，这种焦灼的感觉几乎令他不能呼吸。

　　他们都知道无法逃离这样的困境。

　　两位恋人都几近绝望。而生活还在继续。玛丽·乔自己也不知道如何解决这一切。

　　春去冬来，丹尼尔修建了房子，马克出海远航……

　　日升日落，太阳每天都是新的。玛丽·乔有两个爱人……","法国,法国电影,2002,Robert_Guédiguian,爱情,剧情,法国文化中心,剧情片"
1307535,"奔腾年代 Seabiscuit",盖瑞·罗斯,盖瑞·罗斯,"托比·马奎尔,杰夫·布里吉斯,克里斯·库珀,伊丽莎白·班克斯,威廉姆·H·梅西,Gary Stevens,迈克尔·安格拉诺,David McCullough","剧情,历史,运动",美国,2003-07-25(美国),"壮志奔腾,奔腾岁月",英语,140分钟,8.4,"大萧条时期，每个人都要守住一个梦想，以此来度过最黑暗的时光，生活失意的汽车制造商查尔斯•霍华德（杰夫•布里吉斯JeffBridges饰）也不例外。他买了一匹小个子赛马，名为“海饼干”，并笼络了一批同样有梦想的人，意图进入赛马圈。

　　第一个发现海饼干天赋的是训练师汤姆•史密斯（克里斯•库珀ChrisCooper饰），他认为这匹马虽然个头矮小，腿脚也不太灵光，天性中却藏着十足的执拗和倔强，这有可能使其成为赛马圈的王者。他们找来前拳击冠军瑞德•波拉德（托比•马奎尔TobeyMaguire饰）作为海饼干的骑师，三个人一匹马在共同的征程中重新找到了生活的方向。","励志,美国,美国电影,奔腾年代,传奇,体育,剧情,2003"
1307534,"鬼请你睇戏 鬼請你睇戲",钟少雄,钟少雄,"姚乐怡,孙佳君,李蕙敏,张文慈,钱嘉乐,汤盈盈,黎耀祥,雷宇扬,陈浩民,吴镇宇","惊悚,恐怖",香港,1999-10-30,"鬼请你看戏,Last Ghost Standing",粤语,85分钟,5.0,"钟少雄导演的此片意在强调香港电影事业的衰败惨景，并不恐怖，但其在有限的条件下，拍出这部困兽式悲情片，表现了电影人如入地狱的噩梦处境。然而该片过火失控，比起前些年的《阴阳路》用鬼戏院讽刺电影业困境的黑色幽默感，有不及之感。剧情讲述了即将来临的一九九九年最后一夜，北角英皇道一间旧戏院面临封铺关门，由雷宇扬饰演的放映员正放映最后一场电影，观众只有其女友姚乐怡一人，却不料发生了闹鬼事件。此片场面凄厉，其肮脏一面简直惨不忍睹。诸多香港影星包括黎耀祥、吴镇宇、李惠敏、孙佳君、吴志雄和钱嘉乐在内都切身感受了场面。最后闹剧在雷宇扬对姚乐怡的求爱中才得以平息，这也应了魔鬼来人间是考验人们能否""患难见真情""的作怪目的。但这种考验却太过火，太残忍了。","恐怖,香港,吴镇宇,香港电影,雷宇扬,1999,黎耀祥,钟少雄"
1307533,"电单车 電單車",狄龙,倪匡,"狄龙,程可为,葛荻华,姜南,石天",动作,香港,1974-09-20,"Young Lovers on Flying Wheels",汉语普通话,98分钟,6.2,本片为狄龙演而优则导的电影，而出品公司“长弓”正是其乾爹张彻在邵氏支持下自组的公司。故事描述，小职员宋达（狄龙）锐意赢取一辆电单车参加国术比赛，但决赛遇技高壮汉惨败，更出丑女友面前，惟宋达爱车之心未泯，兼职苦干，节衣缩食，眼看积蓄足以付电单车首期，竟无端飞来横祸，因借同事车失控闯进百货公司，要以积蓄赔偿。宋达获车之心未变，借高利贷购车，却无力偿还，遭人抽血抵偿利息；后幸得钟情他的程可为借钱给他还债……,"狄龙,邵氏,香港,香港电影,石天,1974,动作,1970"
1307532,"这个夏天有异性 這個夏天有異性",马伟豪,马伟豪,"蔡卓妍,钟欣潼,周永恒,王杰,徐天佑","喜剧,爱情",香港,2002-07-10,"Summer Breeze Of Love",粤语,108分钟,6.1,"Kiki（蔡卓妍饰）跟Kammy（钟欣桐饰）是一对好朋友，决定在即将来临的暑假找一个喜欢的男生。Kiki带着Kammy为爸爸的篮球赛打气，遇到了一个帅气的男生阿然（徐天佑饰），阿然亲了Kiki一下，Kiki便觉得自己已经喜欢上了阿然，可是阿然是个多情的人，喜欢他的女孩子很多，Kiki觉得辛苦之余又无法离开他。

　　这边厢Kammy，kammy认识了kiki爸爸的一个朋友Danny（王杰饰），她喜欢Danny的成熟稳重，可是Danny觉得Kammy不过是个小女孩，他冷淡的态度令Kammy伤心。

　　好朋友间不同的感情观念使她们之间有了隔阂，好不容易才和好。Kiki也发现了原来Kammy的哥哥钟乐海（周永恒饰）早已倾心于她。","香港电影,香港,twins,青春,爱情,喜剧,马伟豪,这个夏天有异性"
1307531,"桃色经纪 桃色經紀",孙仲,孙仲,"宗华,贝蒂,刘午琪,林伊娃,王琛,彭鹏,罗汉,夏萍,许冠英","喜剧,情色",香港,1973-11-29,"The Sugar Daddies",粤语,90分钟,5.8,"胡天是年青狡猾经纪,他伙拍旧爱林珊妮在公司发售彩利,中奖便可林一夜春宵,胡更安排林珊妮与上司交易博取欢心,从此扶摇直上.众上司再次要求与艳丽的蔡爱莲交易,但阴差阳错将女友汪明丽安排予上司,恶行遭女友揭发.","邵氏,香港,情色,桃色经纪,香港电影,孙仲,宗华,喜剧"
1307530,"新郎上错床 A Guy Thing","Chris Koch",格雷格·格列娜,"杰森·李,朱丽娅·斯蒂尔斯,塞尔玛·布莱尔,詹姆斯·布洛林","喜剧,爱情",美国,2003-01-17,男人的事情,英语,"101 分钟",5.7,"朋友们为即将走入婚姻殿堂的保罗（杰森·李JasonLee饰）举办了一个派对，希望他能够在派对上享受最后的单身时光，可老实本分的保罗却并不想利用这个派对来进行最后的猎艳。可惜天不遂人愿，第二天，当保罗迷迷糊糊的从睡梦中醒来时，他发现自己的身边竟然躺了一个陌生的美女，而自己和这位美女之间究竟发生了什么，保罗一无所知。

　　更糟糕的事情还在后面，保罗震惊的发现，这位和自己关系暧昧不清的美女不是别人，正是自己未婚妻的表妹贝琪（朱丽娅·斯蒂尔斯JuliaStiles饰）！这一发现吓坏了保罗，对于自己的行为，他无论如何也找不到合适的借口。面对未婚妻的询问，第一个谎言诞生了，而为了圆谎，保罗不得不接二连三的抛出更多的谎言。事情的发展眼看着要失去控制，保罗的婚礼能够顺利的举行吗？","喜剧,美国,爱情,美国电影,2003,JuliaStiles,电影,新郎上错床"
1307529,"桃色风暴 Abzocker - Eine eiskalte Affäre, Die (TV)","Stuart Cooper",,"Bobbie Phillips,本杰明·萨德勒",NULL,"加拿大,德国",2000-04-18,,"英语,德语",0,,,"654654,德国,情色"
1307528,盲井,李杨,李杨,"王双宝,王宝强,李易祥,安静,赵军","剧情,犯罪","中国大陆,德国,香港",2003-02-12(柏林电影节),"Blind Shaft","汉语普通话,河南方言","92 分钟",8.6,"在私人小煤矿做工的农民唐朝阳（王双宝）和宋金明（李易祥）发家致富的招数是，先套近乎将打工无门的外地农民认作亲人带到煤矿做工，在井下工作时制造“安全事故”将“亲人”杀死，再找矿主私了。两人在火车站盯上16岁的懵懂农村少年元凤鸣（王宝强）后，故伎重操帮其办了假身份证，更名后元凤鸣“成为”宋金明的侄子。

　　三人来到新一家小煤矿成为挖煤工人，元凤鸣的好学、纯朴、天真与体贴常令宋金明想起自己正在念书的娃子，生出恻隐之心迟迟不肯下手，与唐朝阳的矛盾日益激化，不久，唐朝阳给他定下最后期限。","人性,李杨,中国电影,盲井,大陆,中国,伦理,国产"
1307527,"黑夜传说 Underworld",伦·怀斯曼,丹尼·麦克布耐德,"凯特·贝金赛尔,斯科特·斯比德曼,山恩·布罗利,麦克·辛,比尔·奈伊,索非亚·迈尔斯,温特沃斯·米勒","动作,科幻,惊悚,奇幻","英国,德国,匈牙利,美国",2003-09-08(多伦多电影节),"妖夜寻狼(港),决战异世界(台)",英语,"121 分钟",7.4,"地球上一直存在着一个黑暗的地下世界。那里，两大种族――吸血鬼和狼人――在斗得你死我活，每一方都以消灭对方种族为最终目标。

　　一次，吸血鬼族的“月神”西丽妮（凯特•贝金赛尔KateBeckinsale饰）在追杀几个落败的狼人时发现，狼人正在密谋绑架人类的一名医生麦克尔（斯科特•斯比德曼ScottSpeedman饰）。心知狼人必有所图，西丽妮独自前往狼窝查探。不料中了狼人的埋伏，身负重伤之际幸得麦克尔相救。在麦克尔送西丽妮回吸血鬼营地的途中，他意外被一只吸血鬼咬伤了，由此揭开了麦克尔的身世之谜和狼人的阴谋……","吸血鬼,灵异,美国,动作,科幻,美国电影,奇幻,Vampire"
1307526,"激情性谋杀 A Murderous Affair: The Carolyn Warmus Story (TV)","Martin Davidson (I)",,NULL,剧情,美国,1992-09-13,,,0,,,"tt,伦理"
1307525,"民谣搜集者 Songcatcher","Maggie Greenwald","Maggie Greenwald","Janet McTeer","剧情,音乐",美国,2001-02-08,Songcatcher,英语,"109 分钟",7.6,"故事发生在1907年，女性虽已能进入大学谋职，但要保住自己的位置继而获得提升仍然十分困难，莉莉．潘雷里克就是其中的一员。莉莉虽在音乐研究领域颇有建树，但她又一次失去了升职的机会。愤怒和失望之下，她决定暂时离开学校，去阿帕拉奇山区看望姐姐埃娜。

　　来到这片蛮荒之地，莉莉惊讶地发现了一座音乐的宝库：那些优美而古老的苏格兰和爱尔兰民谣，世世代代流传下来，被这偏僻山区保护得相当完整，但同时也导致了它们长期“养在深闺人未识”。身为音乐理论家的莉莉马上意识到了这些民谣的价值，她似乎重新看到了升职的希望。她带着笨重而简陋的录音设备，怀着要对民谣进行搜集整理的梦想进入了最偏远的山区。

　　开始莉莉只是在功利心的驱使下来做这项庞杂而繁复的工作，她甚至不惜以花言巧语从那些纯朴的当地居民中套取歌曲。但随着与民谣以及山民们接触的日益增多，她逐渐身不由己地被这一切所迷住了，不仅仅是...","音乐,美国,民谣,美国民谣,美国电影,美国南部,2000,2009"
1307524,黑色走廊,吕小龙,王盛荣,"吕小龙,李虎城,刘冬,潘婕,许志群","动作,犯罪",中国大陆,NULL,"Hei se zou lang,Vicious Passageway",汉语普通话,81分钟,5.0,王龙（吕小龙饰）曾因走私犯罪被判刑，出狱后决心重新做人。国际刑警组织谷队长发现王龙头脑清晰，思路敏捷，愿将其收到麾下，与此同时，意大利黑帮头目马克知道王龙出狱，也想将其拉入组织。审时度势，王龙加入了刑警组织，并成功打入马克黑帮内部。不久，他辗转来到香港，结识了毒枭罗江。在一次国际毒贩首脑会议上，因利益分配不均发生火拼，王龙奋力将处于险境的罗江救出，从此，罗江对王龙委以重任。几天后，他派王龙和其亲信陈威回中国开辟贩毒市场，将毒品由金三角转道缅甸，再输入中国，由中国运到世界任何角落。俩人一入境，即受到警方的严密监控......,"动作,中国,中国电影,1990,犯罪,王俠,江岛,羅烈"
1307523,"乱世女儿 A House Divided","John Kent Harrison","Paris Qualles","萨姆·沃特森,Jennifer Beals,Lisa Gay Hamilton",剧情,美国,2000-07-30,,英语,101分钟,,,"JenniferBeals,电影,US美國.JenniferBeals詹妮弗·比尔斯,人性,家庭,我的女神JB,美剧,詹妮弗比尔斯"
1307522,"看见冰山的男孩 The Boy Who Saw the Iceberg",保罗·德里森,保罗·德里森,NULL,"动画,短片",加拿大,2000-10-21,,无对白,"Germany: 9 分钟",8.4,本片的主人公是一位出身富家的小男孩，虽然衣食无忧但他并不快乐。导演运用了“二分镜”手法——左边是现实，右边是梦境，用两个屏幕形成强烈的对比。这个总是做着噩梦的小男孩，在最后遇到冰山的时候，同时也用噩梦般的结局结束掉了自己的噩梦。作品中的那些简洁线条、充满象征意义的色彩、突破人眼的主观视角，以及变化莫测的时空错置巧思，着实令人着迷。,"加拿大,动画短片,动画,短片,Paul_Driessen,PaulDriessen,2000,animation"
1307521,三个相爱的少年,赵崇基,杜国威,"刘青云,黄子华,葛民辉,吴倩莲",喜剧,香港,1994,"Oh! My Three Guys",粤语,"96 分钟",7.3,本片讲述的是三个同性恋的少年的故事。好友如海（刘青云饰）、阿九（葛民辉饰）和花仔（黄子华饰）三人都是同性恋。如海在广告公司上班，而阿九和花仔则一直没有找到合适的工作。如海和新来的女同事媚（吴倩莲饰）暗生情愫，媚在得知如海是同性恋的时候，并没有歧视他，而是决心帮他回复正常。此时，阿九染上了艾滋病，在接受电视台采访时突然倒地不醒。如海和花仔为了让阿九快快乐乐走完人生最后一段路，为他举办了一个化妆舞会。舞会过后，阿九自杀，而如海因同性恋身份曝光亦辞去了工作……,"黄子华,香港,刘青云,香港电影,葛民辉,同志,吴倩莲,赵崇基"
1307520,红十字作证,佳木,罗星,"孙淳,程远黎,邬倩倩,温明珠,玉书,张国立",剧情,中国大陆,1991,"Hong shi zi zuo zheng",汉语普通话,0,,"红十字作证(1991)故事梗概

　　古都西安某医院医师于学诚下班回家，见患小儿麻痹症的女儿小惠正坐在轮椅里吹长笛，他沉醉在欣慰和爱怜之中。突然，电话铃声打破了这短暂的恬静。一个叫刘义的男孩出了车祸，于大夫急忙赶往医院。虽然经过全力抢救，但最终还是“脑死亡”。刘义的母亲刘萍得知噩耗后，给远在北京的前夫，刘义的生父卢正涛挂电话，要他来看孩子。这时，于学诚想到自己的老同学、女医师郑楠，她在深圳市的儿童肾病治疗中心工作，曾多次向社会呼吁，拯救那些因肾病得不到根本治疗的病危儿童。郑楠接到十学诚的邀请后，决定马上赴西安，做刘义母亲的工作。老院长听到于学诚的汇报后表示理解，也为可能遇到的阻力而忧虑。刘萍决定说服刘义生父，捐献刘义的肾脏，为病儿做点贡献。医院也排出了最强的手术阵容。与此同时，电视台也将此事播放出去，人们自发地为患儿捐款。摘取和运送供肾的准备工作在紧张进...","中国大陆,中国电影,大陆"
1307519,"拦途截爱 Held Up","史蒂夫 拉什 (Steve Rash)",,NULL,喜剧,美国,2000-05-12,"老婆, 我被绑架了!",英语,"89 分钟",,,"吉米.福克斯,喜剧,美国电影,SarahPaulson,SteveRash,搞笑,美国"
1307518,"草地英熊 The Country Bears","Peter Hastings","Mark Perez",NULL,"喜剧,音乐,歌舞,家庭",美国,2002-07-26,乡村熊,英语,"88 分钟",5.8,,"美国,Disney,美国电影,音乐,动画,喜剧,动物,HaleyJoelOsment"
1307517,"女孩无所谓 Devcátko","Benjamin Tucek","Benjamin Tucek",NULL,"剧情,喜剧","捷克,Slovakia",2002-12-19,,"捷克语,斯洛伐克语",0,,,all
